term,index,definition
trade or business,title-26_subtitle-A_chapter-1_subchapter-F_part-I_section-502_subsection-b,"shall not include— (1) the deriving of rents which would be excluded under section 512(b)(3), if section 512 applied to the organization, (2) any trade or business in which substantially all the work in carrying on such trade or business is performed for the organization without compensation, or (3) any trade or business which is the selling of merchandise, substantially all of which has been received by the organization as gifts or contributions."
trade or business,title-26_subtitle-A_chapter-1_subchapter-F_part-III_section-513_subsection-c,includes any activity which is carried on for the production of income from the sale of goods or the performance of services.
trade or business,title-26_subtitle-F_chapter-79_section-7701_subsection-a,includes the performance of the functions of a public office.
joint return,title-26_subtitle-A_chapter-1_subchapter-B_part-I_section-62_subsection-b,means the joint return of a husband and wife made under section 6013.
joint return,title-26_subtitle-F_chapter-79_section-7701_subsection-a,means a single return made jointly under section 6013 by a husband and wife.
functional currency,title-26_subtitle-A_chapter-1_subchapter-N_part-III_subpart-J_section-985_subsection-b,"means— (A) except as provided in subparagraph (B), the dollar, or (B) in the case of a qualified business unit, the currency of the economic environment in which a significant part of such unit's activities are conducted and which is used by such unit in keeping its books and records."
applicable guideline premium minimum rate,title-26_subtitle-F_chapter-79_section-7702_subsection-c,means the applicable accumulation test minimum rate (as defined in subsection (b)(3)) plus 2 percentage points.
net operating loss deduction,title-26_subtitle-A_chapter-1_subchapter-B_part-VI_section-172_subsection-a,means the deduction allowed by this subsection.
eligible retired public safety officer,title-26_subtitle-A_chapter-1_subchapter-D_part-I_subpart-A_section-402_subsection-l,"means an individual who, by reason of disability or attainment of normal retirement age, is separated from service as a public safety officer with the employer who maintains the eligible retirement plan from which distributions subject to paragraph (1) are made."
applicable trade or business,title-26_subtitle-A_chapter-1_subchapter-O_part-IV_section-1061_subsection-c,"means any activity conducted on a regular, continuous, and substantial basis which, regardless of whether the activity is conducted in one or more entities, consists, in whole or in part, of— (A) raising or returning capital, and (B) either— (i) investing in (or disposing of) specified assets (or identifying specified assets for such investing or disposition), or (ii) developing specified assets."
place,title-26_subtitle-E_chapter-52_subchapter-D_section-5733_subsection-c,"means the entire office, plant or area of the business in any one location under the same proprietorship; and passageways, streets, highways, rail crossings, waterways, or partitions dividing the premises, shall not be deemed sufficient separation to require additional special tax, if the various divisions are otherwise contiguous."
excess distribution,title-26_subtitle-A_chapter-1_subchapter-P_part-VI_subpart-A_section-1291_subsection-b,means any distribution in respect of stock received during any taxable year to the extent such distribution does not exceed its ratable portion of the total excess distribution (if any) for such taxable year.
gross amount of premiums and other consideration,title-26_subtitle-A_chapter-1_subchapter-L_part-I_subpart-B_section-803_subsection-b,"includes— (A) advance premiums, (B) deposits, (C) fees, (D) assessments, (E) consideration in respect of assuming liabilities under contracts not issued by the taxpayer, and (F) the amount of policyholder dividends reimbursable to the taxpayer by a reinsurer in respect of reinsured policies, (2) Policyholder dividends excluded from return premiums For purposes of subsection (a)(1)(B)— (A) In general Except as provided in subparagraph (B),"
applicable credit increase amount,title-26_subtitle-A_chapter-1_subchapter-A_part-IV_subpart-A_section-24_subsection-i,"means the excess (if any) of— (I) the amount of the credit allowable under this section for the taxable year determined without regard to this paragraph and subsection (b), over (II) the amount of such credit as so determined and without regard to paragraph (3)."
qualified replacement plan,title-26_subtitle-D_chapter-43_section-4980_subsection-d,"means a qualified plan established or maintained by the employer in connection with a qualified plan termination (hereinafter referred to as the ""replacement plan"") with respect to which the following requirements are met: (A) Participation requirement At least 95 percent of the active participants in"
interest in real property,title-26_subtitle-A_chapter-1_subchapter-N_part-II_subpart-D_section-897_subsection-c,"includes fee ownership and co-ownership of land or improvements thereon, leaseholds of land or improvements thereon, options to acquire land or improvements thereon, and options to acquire leaseholds of land or improvements thereon."
tires of the type used on highway vehicles,title-26_subtitle-D_chapter-32_subchapter-A_part-II_section-4072_subsection-c,"means tires of the type used on— (1) motor vehicles which are highway vehicles, or (2) vehicles of the type used in connection with motor vehicles which are highway vehicles."
exempt insurance income,title-26_subtitle-A_chapter-1_subchapter-N_part-III_subpart-F_section-953_subsection-e,"means income derived by a qualifying insurance company which— (i) is attributable to the issuing (or reinsuring) of an exempt contract by such company or a qualifying insurance company branch of such company, and (ii) is treated as earned by such company or branch in its home country for purposes of such country's tax laws."
organic taxable chemical,title-26_subtitle-D_chapter-38_subchapter-B_section-4662_subsection-b,means any taxable chemical which is an organic substance.
reportable payment transaction,title-26_subtitle-F_chapter-61_subchapter-A_part-III_subpart-B_section-6050W_subsection-c,means any payment card transaction and any third party network transaction.
net highway receipts,title-26_subtitle-I_chapter-98_subchapter-A_section-9503_subsection-d,"means, with respect to any period, the excess of— (i) the receipts (including interest) of the Highway Trust Fund during such period, over (ii) the amounts to be transferred during such period from such Fund under subsection (c) (other than paragraph (1) thereof)."
advanced manufacturing facility,title-26_subtitle-A_chapter-1_subchapter-A_part-IV_subpart-E_section-48D_subsection-b,means a facility for which the primary purpose is the manufacturing of semiconductors or semiconductor manufacturing equipment.
nonqualified deferred compensation plan,title-26_subtitle-A_chapter-1_subchapter-D_part-I_subpart-A_section-409A_subsection-d,"means any plan that provides for the deferral of compensation, other than— (A) a qualified employer plan, and (B) any bona fide vacation leave, sick leave, compensatory time, disability pay, or death benefit plan."
nonqualified deferred compensation plan,title-26_subtitle-A_chapter-1_subchapter-E_part-II_subpart-B_section-457A_subsection-d,"meaning given such term under section 409A(d), except that such term shall include any plan that provides a right to compensation based on the appreciation in value of a specified number of equity units of the service recipient."
nonqualified deferred compensation plan,title-26_subtitle-C_chapter-21_subchapter-C_section-3121_subsection-v,means any plan or other arrangement for deferral of compensation other than a plan described in subsection (a)(5).
qualified bond,title-26_subtitle-A_chapter-1_subchapter-B_part-IV_subpart-A_section-141_subsection-e,"means any private activity bond if— (1) In general Such bond is— (A) an exempt facility bond, (B) a qualified mortgage bond, (C) a qualified veterans' mortgage bond, (D) a qualified small issue bond, (E) a qualified student loan bond, (F) a qualified redevelopment bond, or (G) a qualified 501(c)(3) bond."
securitization partnership,title-26_subtitle-A_chapter-1_subchapter-K_part-II_subpart-C_section-743_subsection-f,"means any partnership the sole business activity of which is to issue securities which provide for a fixed principal (or similar) amount and which are primarily serviced by the cash flows of a discrete pool (either fixed or revolving) of receivables or other financial assets that by their terms convert into cash in a finite period, but only if the sponsor of the pool reasonably believes that the receivables and other financial assets comprising the pool are not acquired so as to be disposed of."
qualified cash or deferred arrangement,title-26_subtitle-A_chapter-1_subchapter-D_part-I_subpart-B_section-414_subsection-x,meaning given such term by section 401(k)(2).
qualified future transfer,title-26_subtitle-A_chapter-1_subchapter-D_part-I_subpart-E_section-420_subsection-f,"mean a transfer which meets all of the requirements for a qualified transfer, except that— (i) the determination of excess pension assets shall be made under subparagraph (B), (ii) the limitation on the amount transferred shall be determined under subparagraph (C), (iii) the minimum cost requirements of subsection (c)(3) shall be modified as provided under subparagraph (D), and (iv) in the case of a collectively bargained transfer, the requirements of subparagraph (E) shall be met with respect to the transfer."
annual addition,title-26_subtitle-A_chapter-1_subchapter-D_part-I_subpart-B_section-415_subsection-c,"means the sum of any year of— (A) employer contributions, (B) the employee contributions, and (C) forfeitures."
annual addition,title-26_subtitle-A_chapter-1_subchapter-D_part-I_subpart-B_section-415_subsection-c,meaning given such term by paragraph (2).
reforestation expenditures,title-26_subtitle-A_chapter-1_subchapter-B_part-VI_section-194_subsection-c,"means direct costs incurred in connection with forestation or reforestation by planting or artificial or natural seeding, including costs— (i) for the preparation of the site; (ii) of seeds or seedlings; and (iii) for labor and tools, including depreciation of equipment such as tractors, trucks, tree planters, and similar machines used in planting or seeding."
recently purchased stock,title-26_subtitle-A_chapter-1_subchapter-C_part-II_subpart-B_section-338_subsection-b,means any stock in the target corporation which is held by the purchasing corporation on the acquisition date and which was purchased by such corporation during the 12-month acquisition period.
indebtedness of the taxpayer,title-26_subtitle-A_chapter-1_subchapter-B_part-III_section-108_subsection-d,"means any indebtedness— (A) for which the taxpayer is liable, or (B) subject to which the taxpayer holds property."
incentive stock option,title-26_subtitle-A_chapter-1_subchapter-D_part-II_section-422_subsection-b,"means an option granted to an individual for any reason connected with his employment by a corporation, if granted by the employer corporation or its parent or subsidiary corporation, to purchase stock of any of such corporations, but only if— (1) the option is granted pursuant to a plan which includes the aggregate number of shares which may be issued under options and the employees (or class of employees) eligible to receive options, and which is approved by the stockholders of the granting corporation within 12 months before or after the date such plan is adopted; (2) such option is granted within 10 years from the date such plan is adopted, or the date such plan is approved by the stockholders, whichever is earlier; (3) such option by its terms is not exercisable after the expiration of 10 years from the date such option is granted; (4) the option price is not less than the fair market value of the stock at the time such option is granted; (5) such option by its terms is not transferable by such individual otherwise than by will or the laws of descent and distribution, and is exercisable, during his lifetime, only by him; and (6) such individual, at the time the option is granted, does not own stock possessing more than 10 percent of the total combined voting power of all classes of stock of the employer corporation or of its parent or subsidiary corporation."
qualified property or services,title-26_subtitle-A_chapter-1_subchapter-B_part-III_section-132_subsection-c,means any property (other than real property and other than personal property of a kind held for investment) or services which are offered for sale to customers in the ordinary course of the line of business of the employer in which the employee is performing services.
collectively bargained defined benefit pension plan contributions,title-26_subtitle-C_chapter-21_subchapter-D_section-3131_subsection-e,"means, with respect to any calendar quarter, contributions which— (i) are paid or incurred by an employer during the calendar quarter on behalf of its employees to a defined benefit plan (as defined in section 414(j)), which meets the requirements of section 401(a), (ii) are made based on a pension contribution rate, and (iii) are required to be made pursuant to"
collectively bargained defined benefit pension plan contributions,title-26_subtitle-C_chapter-21_subchapter-D_section-3132_subsection-e,meaning given such term under section 3131(e)(2).
tax-exempt use property,title-26_subtitle-A_chapter-1_subchapter-B_part-VI_section-168_subsection-h,means that portion of any tangible property (other than nonresidential real property) leased to a tax-exempt entity.
tax-exempt use property,title-26_subtitle-A_chapter-1_subchapter-B_part-VI_section-168_subsection-h,shall not include any qualified technological equipment if the lease to the tax-exempt entity has a lease term of 5 years or less.
tax-exempt use property,title-26_subtitle-A_chapter-1_subchapter-E_part-II_subpart-C_section-470_subsection-c,"meaning given to such term by section 168(h), except that such section shall be applied— (i) without regard to paragraphs (1)(C) and (3) thereof, and (ii) as if section 197 intangible property (as defined in section 197), and property described in paragraph (1)(B) or (2) of section 167(f), were tangible property."
net unrealized built-in gain,title-26_subtitle-A_chapter-1_subchapter-C_part-V_section-382_subsection-h,"mean, with respect to any old loss corporation, the amount by which— (I) the fair market value of the assets of such corporation immediately before an ownership change is more or less, respectively, than (II) the aggregate adjusted basis of such assets at such time."
net unrealized built-in gain,title-26_subtitle-A_chapter-1_subchapter-C_part-V_section-384_subsection-c,"meanings as when used in section 382(h), except that the acquisition date shall be taken into account in lieu of the change date."
net unrealized built-in gain,title-26_subtitle-A_chapter-1_subchapter-S_part-III_section-1374_subsection-d,"means the amount (if any) by which— (A) the fair market value of the assets of the S corporation as of the beginning of its 1st taxable year for which an election under section 1362(a) is in effect, exceeds (B) the aggregate adjusted bases of such assets at such time."
foreign entity,title-26_subtitle-A_chapter-4_section-1473,means any entity which is not a United States person.
obligation,title-26_subtitle-F_chapter-61_subchapter-A_part-III_subpart-B_section-6049_subsection-d,"includes bonds, debentures, notes, certificates, and other evidences of indebtedness."
development right,title-26_subtitle-B_chapter-11_subchapter-A_part-III_section-2031_subsection-c,means any right to use the land subject to the qualified conservation easement in which such right is retained for any commercial purpose which is not subordinate to and directly supportive of the use of such land as a farm for farming purposes (within the meaning of section 2032A(e)(5)).
energy efficient building retrofit property,title-26_subtitle-A_chapter-1_subchapter-B_part-VI_section-179D_subsection-f,"means property— (A) with respect to which depreciation (or amortization in lieu of depreciation) is allowable, (B) which is installed on or in any qualified building, (C) which is installed as part of— (i) the interior lighting systems, (ii) the heating, cooling, ventilation, and hot water systems, or (iii) the building envelope, and (D) which is certified in accordance with paragraph (2)(B) as meeting the requirements of subparagraphs (B) and (C)."
excess noncash income,title-26_subtitle-A_chapter-1_subchapter-M_part-II_section-857_subsection-e,"means the excess (if any) of— (A) the amount determined under paragraph (2) for the taxable year, over (B) 5 percent of the real estate investment trust taxable income for the taxable year determined without regard to the deduction for dividends paid (as defined in section 561) and by excluding any net capital gain."
farming syndicate,title-26_subtitle-A_chapter-1_subchapter-E_part-II_subpart-C_section-461_subsection-k,"means— (A) a partnership or any other enterprise other than a corporation which is not an S corporation engaged in the trade or business of farming, if at any time interests in such partnership or enterprise have been offered for sale in any offering required to be registered with any Federal or State agency having authority to regulate the offering of securities for sale, or (B) a partnership or any other enterprise other than a corporation which is not an S corporation engaged in the trade or business of farming, if more than 35 percent of the losses during any period are allocable to limited partners or limited entrepreneurs."
qualified mine rescue team employee,title-26_subtitle-A_chapter-1_subchapter-A_part-IV_subpart-D_section-45N_subsection-b,"means with respect to any taxable year any full-time employee of the taxpayer who is— (1) a miner eligible for more than 6 months of such taxable year to serve as a mine rescue team member as a result of completing, at a minimum, an initial 20-hour course of instruction as prescribed by the Mine Safety and Health Administration's Office of Educational Policy and Development, or (2) a miner eligible for more than 6 months of such taxable year to serve as a mine rescue team member by virtue of receiving at least 40 hours of refresher training in such instruction."
tax-exempt bond financed property,title-26_subtitle-A_chapter-1_subchapter-B_part-VI_section-168_subsection-g,means any property to the extent such property is financed (directly or indirectly) by an obligation the interest on which is exempt from tax under section 103(a).
tax-exempt bond financed property,title-26_subtitle-A_chapter-1_subchapter-B_part-VI_section-168_subsection-g,meaning of section 142(a)(7)).
recapture amount,title-26_subtitle-A_chapter-1_subchapter-A_part-IV_subpart-D_section-45F_subsection-f,means any increase in tax (or adjustment in carrybacks or carryovers) determined under subsection (d).
recapture amount,title-26_subtitle-A_chapter-1_subchapter-A_part-IV_subpart-E_section-50_subsection-c,means any increase in tax (or adjustment in carrybacks or carryovers) determined under subsection (a).
recapture amount,title-26_subtitle-A_chapter-1_subchapter-B_part-IX_section-263A_subsection-e,"means any amount allowable as a deduction to the taxpayer which, but for an election under subsection (d)(3), would have been capitalized with respect to the plant."
recapture amount,title-26_subtitle-A_chapter-1_subchapter-E_part-II_subpart-C_section-467_subsection-c,"means the lesser of— (A) the prior understated inclusions, or (B) the excess of the amount realized (or in the case of a disposition other than a sale, exchange, or involuntary conversion, the fair market value of the property) over the adjusted basis of such property."
marginal production,title-26_subtitle-A_chapter-1_subchapter-I_part-I_section-613A_subsection-c,"means domestic crude oil or domestic natural gas which is produced during any taxable year from a property which— (i) is a stripper well property for the calendar year in which the taxable year begins, or (ii) is a property substantially all of the production of which during such calendar year is heavy oil."
short-term capital gain,title-26_subtitle-A_chapter-1_subchapter-P_part-III_section-1222,"means gain from the sale or exchange of a capital asset held for not more than 1 year, if and to the extent such gain is taken into account in computing gross income."
exempt contract,title-26_subtitle-A_chapter-1_subchapter-N_part-III_subpart-F_section-953_subsection-e,"means an insurance or annuity contract issued or reinsured by a qualifying insurance company or qualifying insurance company branch in connection with property in, liability arising out of activity in, or the lives or health of residents of, a country other than the United States."
qualified emission reduction,title-26_subtitle-A_chapter-1_subchapter-A_part-IV_subpart-D_section-45_subsection-c,"means a reduction of at least 20 percent of the emissions of nitrogen oxide and at least 40 percent of the emissions of either sulfur dioxide or mercury released when burning the refined coal (excluding any dilution caused by materials combined or added during the production process), as compared to the emissions released when burning the feedstock coal or comparable coal predominantly available in the marketplace as of January 1, 2003."
taxable period,title-26_subtitle-D_chapter-36_subchapter-D_section-4482_subsection-c,"means any year beginning before July 1, 2029, and the period which begins on July 1, 2029, and ends at the close of September 30, 2029."
taxable period,title-26_subtitle-D_chapter-42_subchapter-A_section-4941_subsection-e,"means, with respect to any act of self-dealing, the period beginning with the date on which the act of self-dealing occurs and ending on the earliest of— (A) the date of mailing a notice of deficiency with respect to the tax imposed by subsection (a)(1) under section 6212, (B) the date on which the tax imposed by subsection (a)(1) is assessed, or (C) the date on which correction of the act of self-dealing is completed."
taxable period,title-26_subtitle-D_chapter-42_subchapter-A_section-4942_subsection-j,"means, with respect to the undistributed income for any taxable year, the period beginning with the first day of the taxable year and ending on the earlier of— (A) the date of mailing of a notice of deficiency with respect to the tax imposed by subsection (a) under section 6212, or (B) the date on which the tax imposed by subsection (a) is assessed."
taxable period,title-26_subtitle-D_chapter-42_subchapter-A_section-4943_subsection-d,"means, with respect to any excess business holdings of a private foundation in a business enterprise, the period beginning on the first day on which there are excess holdings and ending on the earlier of— (A) the date of mailing of a notice of deficiency with respect to the tax imposed by subsection (a) under section 6212 in respect of such holdings, or (B) the date on which the tax imposed by subsection (a) in respect of such holdings is assessed."
taxable period,title-26_subtitle-D_chapter-42_subchapter-A_section-4944_subsection-e,"means, with respect to any investment which jeopardizes the carrying out of exempt purposes, the period beginning with the date on which the amount is so invested and ending on the earliest of— (A) the date of mailing of a notice of deficiency with respect to the tax imposed by subsection (a)(1) under section 6212, (B) the date on which the tax imposed by subsection (a)(1) is assessed, or (C) the date on which the amount so invested is removed from jeopardy."
taxable period,title-26_subtitle-D_chapter-42_subchapter-A_section-4945_subsection-i,"means, with respect to any taxable expenditure, the period beginning with the date on which the taxable expenditure occurs and ending on the earlier of— (A) the date of mailing a notice of deficiency with respect to the tax imposed by subsection (a)(1) under section 6212, or (B) the date on which the tax imposed by subsection (a)(1) is assessed."
taxable period,title-26_subtitle-D_chapter-42_subchapter-B_section-4951_subsection-e,"means, with respect to any act of self-dealing, the period beginning with the date on which the act of self-dealing occurs and ending on the earliest of— (A) the date of mailing a notice of deficiency with respect to the tax imposed by subsection (a)(1) under section 6212, (B) the date on which the tax imposed by subsection (a)(1) is assessed, or (C) the date on which correction of the act of self-dealing is completed."
taxable period,title-26_subtitle-D_chapter-42_subchapter-B_section-4952_subsection-e,"means, with respect to any taxable expenditure, the period beginning with the date on which the taxable expenditure occurs and ending on the earlier of— (A) the date of mailing a notice of deficiency with respect to the tax imposed by subsection (a)(1) under section 6212, or (B) the date on which the tax imposed by subsection (a)(1) is assessed."
taxable period,title-26_subtitle-D_chapter-42_subchapter-C_section-4955_subsection-f,"means, with respect to any political expenditure, the period beginning with the date on which the political expenditure occurs and ending on the earlier of— (A) the date of mailing a notice of deficiency under section 6212 with respect to the tax imposed by subsection (a)(1), or (B) the date on which tax imposed by subsection (a)(1) is assessed."
taxable period,title-26_subtitle-D_chapter-42_subchapter-D_section-4958_subsection-f,"means, with respect to any excess benefit transaction, the period beginning with the date on which the transaction occurs and ending on the earliest of— (A) the date of mailing a notice of deficiency under section 6212 with respect to the tax imposed by subsection (a)(1), or (B) the date on which the tax imposed by subsection (a)(1) is assessed."
taxable period,title-26_subtitle-D_chapter-43_section-4971_subsection-c,"means, with respect to an accumulated funding deficiency, CSEC accumulated funding deficiency, or unpaid minimum required contribution, whichever is applicable, the period beginning with the end of the plan year in which there is an accumulated funding deficiency, CSEC accumulated funding deficiency, or unpaid minimum required contribution, whichever is applicable, and ending on the earlier of— (A) the date of mailing of a notice of deficiency with respect to the tax imposed by subsection (a), or (B) the date on which the tax imposed by subsection (a) is assessed."
taxable period,title-26_subtitle-D_chapter-43_section-4975_subsection-f,"means, with respect to any prohibited transaction, the period beginning with the date on which the prohibited transaction occurs and ending on the earliest of— (A) the date of mailing a notice of deficiency with respect to the tax imposed by subsection (a) under section 6212, (B) the date on which the tax imposed by subsection (a) is assessed, or (C) the date on which correction of the prohibited transaction is completed."
taxable period,title-26_subtitle-F_chapter-67_subchapter-C_section-6621_subsection-c,"means— (i) in the case of any tax imposed by subtitle A, the taxable year, or (ii) in the case of any other tax, the period to which the underpayment relates."
net section 1256 contracts loss,title-26_subtitle-A_chapter-1_subchapter-P_part-II_section-1212_subsection-c,"means the lesser of— (A) the net capital loss for the taxable year determined by taking into account only gains and losses from section 1256 contracts, or (B) the sum of the amounts which, but for paragraph (6)(A), would be treated as capital losses in the succeeding taxable year under subparagraphs (A) and (B) of subsection (b)(1)."
qualified reuse and recycling property,title-26_subtitle-A_chapter-1_subchapter-B_part-VI_section-168_subsection-m,"means any reuse and recycling property— (i) to which this section applies, (ii) which has a useful life of at least 5 years, (iii) the original use of which commences with the taxpayer after August 31, 2008, and (iv) which is— (I) acquired by purchase (as defined in section 179(d)(2)) by the taxpayer after August 31, 2008, but only if no written binding contract for the acquisition was in effect before September 1, 2008, or (II) acquired by the taxpayer pursuant to a written binding contract which was entered into after August 31, 2008."
qualified reuse and recycling property,title-26_subtitle-A_chapter-1_subchapter-B_part-VI_section-168_subsection-m,"shall not include any property to which the alternative depreciation system under subsection (g) applies, determined without regard to paragraph (7) of subsection (g) (relating to election to have system apply)."
qualified derivative payment,title-26_subtitle-A_chapter-1_subchapter-A_part-VII_section-59A_subsection-h,"means any payment made by a taxpayer pursuant to a derivative with respect to which the taxpayer— (i) recognizes gain or loss as if such derivative were sold for its fair market value on the last business day of the taxable year (and such additional times as required by this title or the taxpayer's method of accounting), (ii) treats any gain or loss so recognized as ordinary, and (iii) treats the character of all items of income, deduction, gain, or loss with respect to a payment pursuant to the derivative as ordinary."
large group health plan,title-26_subtitle-D_chapter-47_section-5000_subsection-b,"means a plan of, or contributed to by, an employer or employee organization (including a self-insured plan) to provide health care (directly or otherwise) to the employees, former employees, the employer, others associated or formerly associated with the employer in a business relationship, or their families, that covers employees of at least one employer that normally employed at least 100 employees on a typical business day during the previous calendar year."
program costs,title-26_subtitle-F_chapter-64_subchapter-A_section-6307_subsection-d,"means— (A) total salaries (including locality pay and bonuses), benefits, and employment taxes for special compliance personnel employed or trained under the program described in subsection (a), (B) direct overhead costs, salaries, benefits, and employment taxes relating to support staff, rental payments, office equipment and furniture, travel, data processing services, vehicle costs, utilities, communications, software, technology, postage, printing and reproduction, supplies and materials, lands and structures, insurance claims, and indemnities for special compliance personnel hired and employed under this section, and (C) reimbursement of the Internal Revenue Service or other government agencies for the cost of administering the qualified tax collection program under section 6306."
annuity starting date,title-26_subtitle-A_chapter-1_subchapter-D_part-I_subpart-B_section-417_subsection-f,"means— (i) the first day of the first period for which an amount is payable as an annuity, or (ii) in the case of a benefit not payable in the form of an annuity, the first day on which all events have occurred which entitle the participant to such benefit."
total gas guzzler tax,title-26_subtitle-D_chapter-32_subchapter-F_section-4217_subsection-e,"means the tax imposed by section 4064, computed at the rate in effect on the date of the first lease."
community newspaper plan,title-26_subtitle-A_chapter-1_subchapter-D_part-III_subpart-A_section-430_subsection-m,"means any plan to which this section applies maintained as of December 31, 2018, by an employer which— (i) maintains the plan on behalf of participants and beneficiaries with respect to employment in the trade or business of publishing 1 or more newspapers which were published by the employer at any time during the 11-year period ending on December 20, 2019, (ii)(I) is not a company the stock of which is publicly traded (on a stock exchange or in an over-the-counter market), and is not controlled, directly or indirectly, by such a company, or (II) is controlled, directly or indirectly, during the entire 30-year period ending on December 20, 2019, by individuals who are members of the same family, and does not publish or distribute a daily newspaper that is carrier-distributed in printed form in more than 5 States, and (iii) is controlled, directly or indirectly— (I) by 1 or more persons residing primarily in a State in which the community newspaper has been published on newsprint or carrier-distributed, (II) during the entire 30-year period ending on December 20, 2019, by individuals who are members of the same family, (III) by 1 or more trusts, the sole trustees of which are persons described in subclause (I) or (II), or (IV) by a combination of persons described in subclause (I), (II), or (III)."
investment credit property,title-26_subtitle-A_chapter-1_subchapter-A_part-IV_subpart-E_section-50_subsection-a,means any property eligible for a credit determined under this subpart.
real estate foreign exchange gain,title-26_subtitle-A_chapter-1_subchapter-M_part-II_section-856_subsection-n,"means— (A) foreign currency gain (as defined in section 988(b)(1)) which is attributable to— (i) any item of income or gain described in subsection (c)(3), (ii) the acquisition or ownership of obligations secured by mortgages on real property or on interests in real property (other than foreign currency gain attributable to any item of income or gain described in clause (i)), or (iii) becoming or being the obligor under obligations secured by mortgages on real property or on interests in real property (other than foreign currency gain attributable to any item of income or gain described in clause (i)), (B) section 987 gain attributable to a qualified business unit (as defined by section 989) of the real estate investment trust, but only if such qualified business unit meets the requirements under— (i) subsection (c)(3) for the taxable year, and (ii) subsection (c)(4)(A) at the close of each quarter that the real estate investment trust has directly or indirectly held the qualified business unit, and (C) any other foreign currency gain as determined by the Secretary."
export trade income,title-26_subtitle-A_chapter-1_subchapter-N_part-III_subpart-G_section-971_subsection-b,"means net income from— (1) the sale to an unrelated person for use, consumption, or disposition outside the United States of export property (as defined in subsection (e)), or from commissions, fees, compensation, or other income from the performance of commercial, industrial, financial, technical, scientific, managerial, engineering, architectural, skilled, or other services in respect to such sales or in respect of the installation or maintenance of such export property; (2) commissions, fees, compensation, or other income from commercial, industrial, financial, technical, scientific, managerial, engineering, architectural, skilled, or other services performed in connection with the use by an unrelated person outside the United States of patents, copyrights, secret processes and formulas, goodwill, trademarks, trade brands, franchises, and other like property acquired or developed and owned by the manufacturer, producer, grower, or extractor of export property in respect of which the export trade corporation earns export trade income under paragraph (1); (3) commissions, fees, rentals, or other compensation or income attributable to the use of export property by an unrelated person or attributable to the use of export property in the rendition of technical, scientific, or engineering services to an unrelated person; and (4) interest from export trade assets described in subsection (c)(4)."
real property construction or improvement financing agreement,title-26_subtitle-F_chapter-64_subchapter-C_part-II_section-6323_subsection-c,"means an agreement to make cash disbursements to finance— (i) the construction or improvement of real property, (ii) a contract to construct or improve real property, or (iii) the raising or harvesting of a farm crop or the raising of livestock or other animals."
qualified empowerment zone asset,title-26_subtitle-A_chapter-1_subchapter-U_part-III_subpart-C_section-1397B_subsection-b,"means any property which would be a qualified community asset (as defined in section 1400F) 1 if in section 1400F 1— (i) references to empowerment zones were substituted for references to renewal communities, (ii) references to enterprise zone businesses (as defined in section 1397C) were substituted for references to renewal community businesses, (iii) the date of the enactment of this paragraph were substituted for ""December 31, 2001"" each place it appears, and (iv) the day after the date set forth in section 1391(d)(1)(A)(i) were substituted for ""January 1, 2010"" each place it appears."
qualified severance,title-26_subtitle-B_chapter-13_subchapter-E_section-2642_subsection-a,"means the division of a single trust and the creation (by any means available under the governing instrument or under local law) of two or more trusts if— (I) the single trust was divided on a fractional basis, and (II)"
qualified severance,title-26_subtitle-B_chapter-13_subchapter-E_section-2642_subsection-a,includes any other severance permitted under regulations prescribed by the Secretary.
startup capital,title-26_subtitle-A_chapter-1_subchapter-F_part-I_section-501_subsection-n,"means any capital contributed to, and any program-related investments (within the meaning of section 4944(c)) made in, the risk pool before such pool commences operations."
recognized built-in gain,title-26_subtitle-A_chapter-1_subchapter-C_part-V_section-382_subsection-h,"means any gain recognized during the recognition period on the disposition of any asset to the extent the new loss corporation establishes that— (i) such asset was held by the old loss corporation immediately before the change date, and (ii) such gain does not exceed the excess of— (I) the fair market value of such asset on the change date, over (II) the adjusted basis of such asset on such date."
recognized built-in gain,title-26_subtitle-A_chapter-1_subchapter-C_part-V_section-384_subsection-c,"means any gain recognized during the recognition period on the disposition of any asset except to the extent the gain corporation (or, in any case described in subsection (a)(1)(B), the acquiring corporation) establishes that— (i) such asset was not held by the gain corporation on the acquisition date, or (ii) such gain exceeds the excess (if any) of— (I) the fair market value of such asset on the acquisition date, over (II) the adjusted basis of such asset on such date."
recognized built-in gain,title-26_subtitle-A_chapter-1_subchapter-S_part-III_section-1374_subsection-d,"means any gain recognized during the recognition period on the disposition of any asset except to the extent that the S corporation establishes that— (A) such asset was not held by the S corporation as of the beginning of the 1st taxable year for which it was an S corporation, or (B) such gain exceeds the excess (if any) of— (i) the fair market value of such asset as of the beginning of such 1st taxable year, over (ii) the adjusted basis of the asset as of such time."
plan sponsor,title-26_subtitle-A_chapter-1_subchapter-D_part-III_subpart-A_section-430_subsection-c,includes any member of the plan sponsor's controlled group (as defined in section 412(d)(3)).
plan sponsor,title-26_subtitle-A_chapter-1_subchapter-D_part-III_subpart-A_section-432_subsection-j,"means, with respect to any multiemployer plan, the association, committee, joint board of trustees, or other similar group of representatives of the parties who establish or maintain the plan."
plan sponsor,title-26_subtitle-A_chapter-1_subchapter-D_part-III_subpart-A_section-433_subsection-j,"means, with respect to a CSEC plan, the association, committee, joint board of trustees, or other similar group of representatives of the parties who establish or maintain the plan."
