term,type,index,definition
accumulated deductible employee contributions,Concept,title-26_subtitle-A_chapter-1_subchapter-B_part-II_section-72_subsection-o,"means the deductible employee contributions— (i) increased by the amount of income and gain allocable to such contributions, and (ii) reduced by the sum of the amount of loss and expense allocable to such contributions and the amounts distributed with respect to the employee which are attributable to such contributions (or income or gain allocable to such contributions)."
local advertising,Concept,title-26_subtitle-D_chapter-32_subchapter-F_section-4216_subsection-e,"means only advertising which— (A) is initiated or obtained by the purchaser or any subsequent vendee, (B) names the article for which the price is determinable under this section and states the location at which such article may be purchased at retail, and (C) is broadcast over a radio station or television station, appears in a newspaper or magazine, or is displayed by means of an outdoor advertising sign or poster."
qualified business income,Concept,title-26_subtitle-A_chapter-1_subchapter-B_part-VI_section-199A_subsection-c,"means, for any taxable year, the net amount of qualified items of income, gain, deduction, and loss with respect to any qualified trade or business of the taxpayer."
terminal rental adjustment clause,Concept,title-26_subtitle-F_chapter-79_section-7701_subsection-h,means a provision of an agreement which permits or requires the rental price to be adjusted upward or downward by reference to the amount realized by the lessor under the agreement upon sale or other disposition of such property.
terminal rental adjustment clause,Concept,title-26_subtitle-F_chapter-79_section-7701_subsection-h,includes a provision of an agreement which requires a lessee who is a dealer in motor vehicles to purchase the motor vehicle for a predetermined price and then resell such vehicle where such provision achieves substantially the same results as a provision described in subparagraph (A).
adjusted gross income,Concept,title-26_subtitle-A_chapter-1_subchapter-B_part-I_section-62_subsection-a,"means, in the case of an individual, gross income minus the following deductions: (1) Trade and business deductions The deductions allowed by this chapter (other than by part VII of this subchapter) which are attributable to a trade or business carried on by the taxpayer, if such trade or business does not consist of the performance of services by the taxpayer as an employee."
undistributed personal holding company income,Concept,title-26_subtitle-A_chapter-1_subchapter-G_part-II_section-545_subsection-a,"means the taxable income of a personal holding company adjusted in the manner provided in subsections (b), (c), and (d), minus the dividends paid deduction as defined in section 561."
undistributed personal holding company income,Concept,title-26_subtitle-A_chapter-1_subchapter-G_part-II_section-545_subsection-a,means the amount determined by multiplying the undistributed personal holding company income (determined without regard to this sentence) by the percentage in value of its outstanding stock which is the greatest percentage in value of its outstanding stock so owned by United States persons on any one day during such period.
domestic oil and gas extraction income,Concept,title-26_subtitle-A_chapter-1_subchapter-B_part-VIII_section-250_subsection-b,"means income described in section 907(c)(1), determined by substituting ""within the United States"" for ""without the United States""."
service not in the course of the employer's trade or business,Concept,title-26_subtitle-C_chapter-21_subchapter-C_section-3121_subsection-a,"does not include domestic service in a private home of the employer and does not include service described in subsection (g)(5); (8)(A) remuneration paid in any medium other than cash for agricultural labor; (B) cash remuneration paid by an employer in any calendar year to an employee for agricultural labor unless— (i) the cash remuneration paid in such year by the employer to the employee for such labor is $150 or more, or (ii) the employer's expenditures for agricultural labor in such year equal or exceed $2,500, [(9) Repealed."
expenditures,Concept,title-26_subtitle-A_chapter-1_subchapter-B_part-IX_section-271_subsection-b,"includes a payment, distribution, loan, advance, deposit, or gift, of money, or anything of value, and includes a contract, promise, or agreement to make an expenditure, whether or not legally enforceable."
expenditures,Concept,title-26_subtitle-A_chapter-1_subchapter-F_part-VI_section-527_subsection-e,meaning given to such term by section 271(b)(3).
expenditures,Concept,title-26_subtitle-A_chapter-1_subchapter-M_part-II_section-857_subsection-b,does not include advances on a loan made by the trust.
winnings which are subject to withholding,Concept,title-26_subtitle-C_chapter-24_section-3402_subsection-q,"means proceeds from a wager determined in accordance with the following: (A) In general Except as provided in subparagraphs (B) and (C), proceeds of more than $5,000 from a wagering transaction, if the amount of such proceeds is at least 300 times as large as the amount wagered."
applicable interest rate,Concept,title-26_subtitle-A_chapter-1_subchapter-D_part-I_subpart-B_section-417_subsection-e,"means the adjusted first, second, and third segment rates applied under rules similar to the rules of section 430(h)(2)(C) (determined by not taking into account any adjustment under clause (iv) thereof) for the month before the date of the distribution or such other time as the Secretary may by regulations prescribe."
applicable interest rate,Concept,title-26_subtitle-A_chapter-1_subchapter-L_part-II_section-832_subsection-b,means the annual rate determined under 846(c)(2) for the calendar year in which the premiums are received.
amount loaned,Concept,title-26_subtitle-F_chapter-80_subchapter-C_section-7872_subsection-f,means the amount received by the borrower.
qualified offer,Concept,title-26_subtitle-F_chapter-76_subchapter-B_section-7430_subsection-g,"means a written offer which— (A) is made by the taxpayer to the United States during the qualified offer period; (B) specifies the offered amount of the taxpayer's liability (determined without regard to interest); (C) is designated at the time it is made as a qualified offer for purposes of this section; and (D) remains open during the period beginning on the date it is made and ending on the earliest of the date the offer is rejected, the date the trial begins, or the 90th day after the date the offer is made."
carryback,Concept,title-26_subtitle-A_chapter-1_subchapter-V_section-1398_subsection-j,means a net operating loss carryback under section 172 or a carryback of any credit provided by part IV of subchapter A.
non-readily-tradable stock,Concept,title-26_subtitle-F_chapter-62_subchapter-B_section-6166_subsection-b,"means stock for which, at the time of the decedent's death, there was no market on a stock exchange or in an over-the-counter market."
qualified percentage,Concept,title-26_subtitle-A_chapter-1_subchapter-D_part-I_subpart-A_section-401_subsection-k,"means, with respect to any employee, any percentage determined under the arrangement if such percentage is applied uniformly, does not exceed 15 percent (10 percent during the period described in subclause (I)), and is at least— (I) 3 percent during the period ending on the last day of the first plan year which begins after the date on which the first elective contribution described in clause (i) is made with respect to such employee, (II) 4 percent during the first plan year following the plan year described in subclause (I), (III) 5 percent during the second plan year following the plan year described in subclause (I), and (IV) 6 percent during any subsequent plan year."
qualified percentage,Concept,title-26_subtitle-A_chapter-1_subchapter-D_part-I_subpart-A_section-401_subsection-k,"means, with respect to any employee, any percentage determined under the arrangement if such percentage is applied uniformly and is not less than 3 or more than 15 percent."
qualified percentage,Concept,title-26_subtitle-A_chapter-1_subchapter-D_part-I_subpart-A_section-403_subsection-b,"means, with respect to any employee, any percentage determined under the plan if such percentage is applied uniformly and is not less than 3 or more than 15 percent."
gross investment income,Concept,title-26_subtitle-A_chapter-1_subchapter-F_part-II_section-509_subsection-e,"means the gross amount of income from interest, dividends, payments with respect to securities loans (as defined in section 512(a)(5)), rents, and royalties, but not including any such income to the extent included in computing the tax imposed by section 511."
gross investment income,Concept,title-26_subtitle-A_chapter-1_subchapter-L_part-II_section-834_subsection-b,"means the sum of the following: (1) The gross amount of income during the taxable year from— (A) interest, dividends, rents, and royalties, (B) the entering into of any lease, mortgage, or other instrument or agreement from which the insurance company derives interest, rents, or royalties, (C) the alteration or termination of any instrument or agreement described in subparagraph (B), and (D) gains from sales or exchanges of capital assets to the extent provided in subchapter P (relating to capital gains and losses)."
gross investment income,Concept,title-26_subtitle-D_chapter-42_subchapter-A_section-4940_subsection-c,"means the gross amount of income from interest, dividends, rents, payments with respect to securities loans (as defined in section 512(a)(5)), and royalties, but not including any such income to the extent included in computing the tax imposed by section 511."
permitted investments,Concept,title-26_subtitle-A_chapter-1_subchapter-M_part-IV_section-860G_subsection-a,"means any— (A) cash flow investment, (B) qualified reserve asset, or (C) foreclosure property."
deferred deduction remuneration,Concept,title-26_subtitle-A_chapter-1_subchapter-B_part-VI_section-162_subsection-m,means remuneration which would be applicable individual remuneration for services performed in a disqualified taxable year but for the fact that the deduction under this chapter (determined without regard to this paragraph) for such remuneration is allowable in a subsequent taxable year.
hedging loss,Concept,title-26_subtitle-A_chapter-1_subchapter-P_part-IV_section-1256_subsection-e,"means the excess of— (i) the deductions allowable under this chapter for the taxable year attributable to hedging transactions (determined without regard to subparagraph (A)(i)), over (ii) income received or accrued by the taxpayer during such taxable year from such transactions."
applicable earnings,Concept,title-26_subtitle-A_chapter-1_subchapter-N_part-III_subpart-F_section-956_subsection-b,"means, with respect to any controlled foreign corporation, the sum of— (A) the amount (not including a deficit) referred to in section 316(a)(1) to the extent such amount was accumulated in prior taxable years, and (B) the amount referred to in section 316(a)(2), (2) Special rule for U."
modified funded percentage,Concept,title-26_subtitle-A_chapter-1_subchapter-D_part-III_subpart-A_section-432_subsection-k,means the percentage equal to a fraction the numerator of which is current value of plan assets (as defined in section 3(26) of the Employee Retirement Income Security Act of 1974) and the denominator of which is current liabilities (as defined in section 431(c)(6)(D)).
certificate credit rate,Concept,title-26_subtitle-A_chapter-1_subchapter-A_part-IV_subpart-A_section-25_subsection-b,means the rate of the credit allowable by this section which is specified in the mortgage credit certificate.
life insurance company taxable income,Concept,title-26_subtitle-A_chapter-1_subchapter-L_part-I_subpart-A_section-801_subsection-b,"means— (1) life insurance gross income, reduced by (2) life insurance deductions."
qualified written notice of allocation,Concept,title-26_subtitle-A_chapter-1_subchapter-T_part-III_section-1388_subsection-c,"means— (A) a written notice of allocation which may be redeemed in cash at its stated dollar amount at any time within a period beginning on the date such written notice of allocation is paid and ending not earlier than 90 days from such date, but only if the distributee receives written notice of the right of redemption at the time he receives such written notice of allocation; and (B) a written notice of allocation which the distributee has consented, in the manner provided in paragraph (2), to take into account at its stated dollar amount as provided in section 1385(a)."
installment acceleration amount,Concept,title-26_subtitle-A_chapter-1_subchapter-D_part-III_subpart-A_section-430_subsection-c,"means, with respect to any plan year in a restriction period with respect to an election year, the sum of— (I) the aggregate amount of excess employee compensation determined under subparagraph (D) with respect to all employees for the plan year, plus (II) the aggregate amount of extraordinary dividends and redemptions determined under subparagraph (E) for the plan year."
excess credit amount,Concept,title-26_subtitle-A_chapter-1_subchapter-A_part-IV_subpart-A_section-25_subsection-f,"means the excess of— (I) the credit amount for any mortgage credit certificate program, over (II) the amount which would have been the credit amount for such program had such program met the requirements of paragraph (2) of subsection (d)."
qualified creative expense,Concept,title-26_subtitle-A_chapter-1_subchapter-B_part-IX_section-263A_subsection-h,"means any expense— (A) which is paid or incurred by an individual in the trade or business of such individual (other than as an employee) of being a writer, photographer, or artist, and (B) which, without regard to this section, would be allowable as a deduction for the taxable year."
qualified reimbursements,Concept,title-26_subtitle-A_chapter-1_subchapter-B_part-VI_section-162_subsection-o,means the amounts paid by the United States Postal Service to employees as an equipment maintenance allowance under the 1991 collective bargaining agreement between the United States Postal Service and the National Rural Letter Carriers' Association.
qualified moving expense reimbursement,Concept,title-26_subtitle-A_chapter-1_subchapter-B_part-III_section-132_subsection-g,means any amount received (directly or indirectly) by an individual from an employer as a payment for (or a reimbursement of) expenses which would be deductible as moving expenses under section 217 if directly paid or incurred by the individual.
base calendar year,Concept,title-26_subtitle-A_chapter-1_subchapter-A_part-IV_subpart-D_section-42_subsection-h,means the calendar year with or within which the 1st taxable year of the credit period ends.
employer provided amounts,Concept,title-26_subtitle-A_chapter-1_subchapter-N_part-III_subpart-B_section-911_subsection-c,means any amount paid or incurred on behalf of the individual by the individual's employer which is foreign earned income included in the individual's gross income for the taxable year (without regard to this section).
transfer,Concept,title-26_subtitle-A_chapter-1_subchapter-J_part-II_section-691_subsection-a,"meaning of section 453(f)(1)), the fair market value of the installment obligation shall be treated as not less than its face amount."
transfer,Concept,title-26_subtitle-A_chapter-1_subchapter-P_part-IV_section-1253_subsection-b,"includes the renewal of a franchise, trademark, or trade name."
transfer,Concept,title-26_subtitle-E_chapter-53_subchapter-B_part-I_subsection-j,"shall include selling, assigning, pledging, leasing, loaning, giving away, or otherwise disposing of."
insurance income,Concept,title-26_subtitle-A_chapter-1_subchapter-N_part-III_subpart-F_section-953_subsection-a,"means any income which— (A) is attributable to the issuing (or reinsuring) of an insurance or annuity contract, and (B) would (subject to the modifications provided by subsection (b)) be taxed under subchapter L of this chapter if such income were the income of a domestic insurance company."
qualified optional survivor annuity,Concept,title-26_subtitle-A_chapter-1_subchapter-D_part-I_subpart-B_section-417_subsection-g,"means an annuity— (A) for the life of the participant with a survivor annuity for the life of the spouse which is equal to the applicable percentage of the amount of the annuity which is payable during the joint lives of the participant and the spouse, and (B) which is the actuarial equivalent of a single annuity for the life of the participant."
labor hours,Concept,title-26_subtitle-A_chapter-1_subchapter-A_part-IV_subpart-D_section-45_subsection-b,"means the total number of hours devoted to the performance of construction, alteration, or repair work by any individual employed by the taxpayer or by any contractor or subcontractor, and (II) excludes any hours worked by—"
1984 fresh-start adjustment for policyholder dividends,Concept,title-26_subtitle-A_chapter-1_subchapter-L_part-I_subpart-C_section-808_subsection-f,"means the amounts held as of December 31, 1983, by the taxpayer as reserves for dividends to policyholders under section 811(b) (as in effect on the day before the date of the enactment of the Tax Reform Act of 1984) other than for dividends which accrued before January 1, 1984."
undistributed capital gain,Concept,title-26_subtitle-A_chapter-1_subchapter-M_part-II_section-857_subsection-b,means the excess of the net capital gain over the deduction for dividends paid (as defined in section 561) determined with reference to capital gain dividends only.
nonrecognition transaction,Concept,title-26_subtitle-F_chapter-79_section-7701_subsection-a,means any disposition of property in a transaction in which gain or loss is not recognized in whole or in part for purposes of subtitle A.
insurance interest rate,Concept,title-26_subtitle-F_chapter-79_section-7702_subsection-f,"means, with respect to any contract issued in any calendar year, the lesser of— (i) the section 7702 valuation interest rate for such calendar year (or, if such calendar year is not an adjustment year, the most recent adjustment year), or (ii) the section 7702 applicable Federal interest rate for such calendar year (or, if such calendar year is not an adjustment year, the most recent adjustment year)."
elective deferrals,Concept,title-26_subtitle-A_chapter-1_subchapter-D_part-I_subpart-A_section-402_subsection-g,"means, with respect to any taxable year, the sum of— (A) any employer contribution under a qualified cash or deferred arrangement (as defined in section 401(k)) to the extent not includible in gross income for the taxable year under subsection (e)(3) (determined without regard to this subsection), (B) any employer contribution to the extent not includible in gross income for the taxable year under subsection (h)(1)(B) (determined without regard to this subsection), (C) any employer contribution to purchase an annuity contract under section 403(b) under a salary reduction agreement (within the meaning of section 3121(a)(5)(D)), and (D) any elective employer contribution under section 408(p)(2)(A)(i)."
annual statement,Concept,title-26_subtitle-A_chapter-1_subchapter-L_part-III_section-846_subsection-e,means the annual statement approved by the National Association of Insurance Commissioners which the taxpayer is required to file with insurance regulatory authorities of a State.
interest expense,Concept,title-26_subtitle-A_chapter-1_subchapter-B_part-IX_section-264_subsection-f,"means the aggregate amount allowable to the taxpayer as a deduction for interest (within the meaning of section 265(b)(4)) for the taxable year (determined without regard to this subsection, section 265(b), and section 291)."
interest expense,Concept,title-26_subtitle-A_chapter-1_subchapter-B_part-IX_section-265_subsection-b,"means the aggregate amount allowable to the taxpayer as a deduction for interest for the taxable year (determined without regard to this subsection, section 264, and section 291)."
1-year break in service,Concept,title-26_subtitle-A_chapter-1_subchapter-D_part-I_subpart-B_section-411_subsection-a,"means a calendar year, plan year, or other 12-consecutive-month period designated by the plan (and not prohibited under regulations prescribed by the Secretary of Labor) during which the participant has not completed more than 500 hours of service."
judge's salary,Concept,title-26_subtitle-F_chapter-76_subchapter-C_part-I_section-7448_subsection-a,"means the salary of a judge received under section 7443(c), retired pay received under section 7447(d), and compensation (in lieu of retired pay) received under section 7447(c)."
section 179 property,Concept,title-26_subtitle-A_chapter-1_subchapter-B_part-VI_section-179_subsection-d,"means property— (A) which is— (i) tangible property (to which section 168 applies), or (ii) computer software (as defined in section 197(e)(3)(B)) which is described in section 197(e)(3)(A)(i) and to which section 167 applies, (B) which is— (i) section 1245 property (as defined in section 1245(a)(3)), or (ii) at the election of the taxpayer, qualified real property (as defined in subsection (e)), and (C) which is acquired by purchase for use in the active conduct of a trade or business."
agricultural labor,Concept,title-26_subtitle-C_chapter-21_subchapter-C_section-3121_subsection-g,"includes all service performed— (1) on a farm, in the employ of any person, in connection with cultivating the soil, or in connection with raising or harvesting any agricultural or horticultural commodity, including the raising, shearing, feeding, caring for, training, and management of livestock, bees, poultry, and fur-bearing animals and wildlife; (2) in the employ of the owner or tenant or other operator of a farm, in connection with the operation, management, conservation, improvement, or maintenance of such farm and its tools and equipment, or in salvaging timber or clearing land of brush and other debris left by a hurricane, if the major part of such service is performed on a farm; (3) in connection with the production or harvesting of any commodity defined as an agricultural commodity in section 15(g) of the Agricultural Marketing Act, as amended (12 U."
aggregate reported amount,Concept,title-26_subtitle-A_chapter-1_subchapter-M_part-I_section-852_subsection-b,means the aggregate amount of dividends reported by the company under clause (i) as capital gain dividends for the taxable year (including capital gain dividends paid after the close of the taxable year described in section 855).
aggregate reported amount,Concept,title-26_subtitle-A_chapter-1_subchapter-M_part-I_section-852_subsection-b,means the aggregate amount of dividends reported by the company under clause (i) as exempt-interest dividends for the taxable year (including exempt-interest dividends paid after the close of the taxable year described in section 855).
aggregate reported amount,Concept,title-26_subtitle-A_chapter-1_subchapter-N_part-II_subpart-A_section-871_subsection-k,means the aggregate amount of dividends reported by the company under clause (i) as interest related dividends for the taxable year (including interest related dividends paid after the close of the taxable year described in section 855).
aggregate reported amount,Concept,title-26_subtitle-A_chapter-1_subchapter-N_part-II_subpart-A_section-871_subsection-k,means the aggregate amount of dividends reported by the company under clause (i) as short-term capital gain dividends for the taxable year (including short-term capital gain dividends paid after the close of the taxable year described in section 855).
maximum available power,Concept,title-26_subtitle-A_chapter-1_subchapter-A_part-IV_subpart-B_section-30B_subsection-d,"means the maximum power available from the rechargeable energy storage system, during a standard 10 second pulse power or equivalent test, divided by such maximum power and the SAE net power of the heat engine."
maximum available power,Concept,title-26_subtitle-A_chapter-1_subchapter-A_part-IV_subpart-B_section-30B_subsection-d,"means the maximum power available from the rechargeable energy storage system, during a standard 10 second pulse power or equivalent test, divided by the vehicle's total traction power."
inconsistent estate basis,Concept,title-26_subtitle-F_chapter-68_subchapter-A_part-II_section-6662_subsection-k,means any portion of an underpayment attributable to the failure to comply with section 1014(f).
third party investor,Concept,title-26_subtitle-A_chapter-1_subchapter-O_part-IV_section-1061_subsection-c,"means a person who— (A) holds an interest in the partnership which does not constitute property held in connection with an applicable trade or business; and (B) is not (and has not been) actively engaged, and is (and was) not related to a person so engaged, in (directly or indirectly) providing substantial services described in paragraph (1) for such partnership or any applicable trade or business."
mining,Concept,title-26_subtitle-A_chapter-1_subchapter-I_part-I_section-613_subsection-c,"includes not merely the extraction of the ores or minerals from the ground but also the treatment processes considered as mining described in paragraph (4) (and the treatment processes necessary or incidental thereto), and so much of the transportation of ores or minerals (whether or not by common carrier) from the point of extraction from the ground to the plants or mills in which such treatment processes are applied thereto as is not in excess of 50 miles unless the Secretary finds that the physical and other requirements are such that the ore or mineral must be transported a greater distance to such plants or mills."
qualified organization base period amount,Concept,title-26_subtitle-A_chapter-1_subchapter-A_part-IV_subpart-D_section-41_subsection-e,"means an amount equal to the sum of— (A) the minimum basic research amount, plus (B) the maintenance-of-effort amount."
collectively bargained retiree liabilities,Concept,title-26_subtitle-A_chapter-1_subchapter-D_part-I_subpart-E_section-420_subsection-f,"means the present value, as of the beginning of a taxable year and determined in accordance with the applicable collective bargaining agreement, of all collectively bargained health benefits, and collectively bargained life insurance benefits, (including administrative expenses) for such taxable year and all subsequent taxable years during the collectively bargained cost maintenance period."
penalty,Concept,title-26_subtitle-F_chapter-68_subchapter-C_section-6751_subsection-c,includes any addition to tax or any additional amount.
tentative minimum tax,Concept,title-26_subtitle-A_chapter-1_subchapter-A_part-IV_subpart-A_section-26_subsection-c,means the amount determined under section 55(b)(1).
tentative minimum tax,Concept,title-26_subtitle-A_chapter-1_subchapter-A_part-IV_subpart-G_section-53_subsection-d,meaning given to such term by section 55(b).
obligatory disbursement agreement,Concept,title-26_subtitle-F_chapter-64_subchapter-C_part-II_section-6323_subsection-c,"means an agreement (entered into by a person in the course of his trade or business) to make disbursements, but such an agreement shall be treated as coming within"
unrealized receivables,Concept,title-26_subtitle-A_chapter-1_subchapter-K_part-II_subpart-D_section-751_subsection-c,"includes, to the extent not previously includible in income under the method of accounting used by the partnership, any rights (contractual or otherwise) to payment for— (1) goods delivered, or to be delivered, to the extent the proceeds therefrom would be treated as amounts received from the sale or exchange of property other than a capital asset, or (2) services rendered, or to be rendered."
earliest retirement age,Concept,title-26_subtitle-A_chapter-1_subchapter-D_part-I_subpart-B_section-414_subsection-p,"means the earlier of— (i) the date on which the participant is entitled to a distribution under the plan, or (ii) the later of— (I) the date the participant attains age 50, or (II) the earliest date on which the participant could begin receiving benefits under the plan if the participant separated from service."
earliest retirement age,Concept,title-26_subtitle-A_chapter-1_subchapter-D_part-I_subpart-B_section-417_subsection-f,"means the earliest date on which, under the plan, the participant could elect to receive retirement benefits."
excluded employee,Concept,title-26_subtitle-A_chapter-1_subchapter-B_part-II_section-83_subsection-i,"means, with respect to any corporation, any individual— (i) who is a 1-percent owner (within the meaning of section 416(i)(1)(B)(ii)) at any time during the calendar year or who was such a 1 percent owner at any time during the 10 preceding calendar years, (ii) who is or has been at any prior time— (I) the chief executive officer of such corporation or an individual acting in such a capacity, or (II) the chief financial officer of such corporation or an individual acting in such a capacity, (iii) who bears a relationship described in section 318(a)(1) to any individual described in subclause (I) or (II) of clause (ii), or (iv) who is one of the 4 highest compensated officers of such corporation for the taxable year, or was one of the 4 highest compensated officers of such corporation for any of the 10 preceding taxable years, determined with respect to each such taxable year on the basis of the shareholder disclosure rules for compensation under the Securities Exchange Act of 1934 (as if such rules applied to such corporation)."
ratio of debt to equity,Concept,title-26_subtitle-A_chapter-1_subchapter-B_part-IX_section-279_subsection-c,means the ratio which the total indebtedness of the issuing corporation bears to the sum of its money and all its other assets (in an amount equal to their adjusted basis for determining gain) less such total indebtedness.
qualified state and local tax benefit,Concept,title-26_subtitle-A_chapter-1_subchapter-B_part-III_section-139B_subsection-c,"means any reduction or rebate of a tax described in paragraph (1), (2), or (3) of section 164(a) provided by a State or political division thereof on account of services performed as a member of a qualified volunteer emergency response organization."
involuntary conversion,Concept,title-26_subtitle-B_chapter-11_subchapter-A_part-III_section-2032A_subsection-h,means a compulsory or involuntary conversion within the meaning of section 1033.
qualified chemical security expenditure,Concept,title-26_subtitle-A_chapter-1_subchapter-A_part-IV_subpart-D_section-45O_subsection-d,"means, with respect to any eligible agricultural business for any taxable year, any amount paid or incurred by such business during such taxable year for— (1) employee security training and background checks, (2) limitation and prevention of access to controls of specified agricultural chemicals stored at the facility, (3) tagging, locking tank valves, and chemical additives to prevent the theft of specified agricultural chemicals or to render such chemicals unfit for illegal use, (4) protection of the perimeter of specified agricultural chemicals, (5) installation of security lighting, cameras, recording equipment, and intrusion detection sensors, (6) implementation of measures to increase computer or computer network security, (7) conducting a security vulnerability assessment, (8) implementing a site security plan, and (9) such other measures for the protection of specified agricultural chemicals as the Secretary may identify in regulation."
preproductive period,Concept,title-26_subtitle-A_chapter-1_subchapter-B_part-IX_section-263A_subsection-e,"means— (i) in the case of a plant which will have more than 1 crop or yield, the period before the 1st marketable crop or yield from such plant, or (ii) in the case of any other plant, the period before such plant is reasonably expected to be disposed of."
wager,Concept,title-26_subtitle-D_chapter-35_subchapter-C_section-4421,"means— (A) any wager with respect to a sports event or a contest placed with a person engaged in the business of accepting such wagers, (B) any wager placed in a wagering pool with respect to a sports event or a contest, if such pool is conducted for profit, and (C) any wager placed in a lottery conducted for profit."
net required payment balance,Concept,title-26_subtitle-F_chapter-77_section-7519_subsection-e,"means the excess (if any) of— (A) the aggregate of the required payments under this section for all preceding applicable election years, over (B) the aggregate amount allowable as a refund to the entity under subsection (c) for all preceding applicable election years."
gross valuation overstatement,Concept,title-26_subtitle-F_chapter-68_subchapter-B_part-I_section-6700_subsection-b,"means any statement as to the value of any property or services if— (A) the value so stated exceeds 200 percent of the amount determined to be the correct valuation, and (B) the value of such property or services is directly related to the amount of any deduction or credit allowable under chapter 1 to any participant."
depreciable period,Concept,title-26_subtitle-A_chapter-1_subchapter-B_part-VI_section-199A_subsection-b,"means, with respect to qualified property of a taxpayer, the period beginning on the date the property was first placed in service by the taxpayer and ending on the later of— (i) the date that is 10 years after such date, or (ii) the last day of the last full year in the applicable recovery period that would apply to the property under section 168 (determined without regard to subsection (g) thereof)."
adjustment,Concept,title-26_subtitle-A_chapter-1_subchapter-M_part-III_section-860_subsection-d,"means— (A) any increase in the investment company taxable income of the regulated investment company (determined without regard to the deduction for dividends paid (as defined in section 561)), (B) any increase in the amount of the excess described in section 852(b)(3)(A) (relating to the excess of the net capital gain over the deduction for capital gain dividends paid), and (C) any decrease in the deduction for dividends paid (as defined in section 561) determined without regard to capital gains dividends."
adjustment,Concept,title-26_subtitle-A_chapter-1_subchapter-M_part-III_section-860_subsection-d,"means— (A) any increase in the sum of— (i) the real estate investment trust taxable income of the real estate investment trust (determined without regard to the deduction for dividends paid (as defined in section 561) and by excluding any net capital gain), and (ii) the excess of the net income from foreclosure property (as defined in section 857(b)(4)(B)) over the tax on such income imposed by section 857(b)(4)(A), (B) any increase in the amount of the excess described in section 857(b)(3)(A)(ii) 1 (relating to the excess of the net capital gain over the deduction for capital gains dividends paid), and (C) any decrease in the deduction for dividends paid (as defined in section 561) determined without regard to capital gains dividends."
qualified rehabilitation expenditure,Concept,title-26_subtitle-A_chapter-1_subchapter-A_part-IV_subpart-E_section-47_subsection-c,"means any amount properly chargeable to capital account— (i) for property for which depreciation is allowable under section 168 and which is— (I) nonresidential real property, (II) residential rental property, (III) real property which has a class life of more than 12."
qualified rehabilitation expenditure,Concept,title-26_subtitle-A_chapter-1_subchapter-A_part-IV_subpart-E_section-47_subsection-c,meaning of subparagraph (C)).
rural cooperative plan,Concept,title-26_subtitle-A_chapter-1_subchapter-D_part-I_subpart-A_section-401_subsection-k,"means any pension plan— (i) which is a defined contribution plan (as defined in section 414(i)), and (ii) which is established and maintained by a rural cooperative."
funding liability,Concept,title-26_subtitle-A_chapter-1_subchapter-D_part-III_subpart-A_section-433_subsection-j,"means the present value of all benefits accrued or earned under the plan as of the beginning of the plan year, based on the assumptions used by the plan pursuant to this section, including the interest rate described in subsection (b)(5)(A) (without regard to subsection (b)(5)(B))."
disability certification,Concept,title-26_subtitle-A_chapter-1_subchapter-F_part-VIII_section-529A_subsection-e,"means, with respect to an individual, a certification to the satisfaction of the Secretary by the individual or the parent or guardian of the individual that— (i) certifies that— (I) the individual has a medically determinable physical or mental impairment, which results in marked and severe functional limitations, and which can be expected to result in death or which has lasted or can be expected to last for a continuous period of not less than 12 months, or is blind (within the meaning of section 1614(a)(2) of the Social Security Act), and (II) such blindness or disability occurred before the date on which the individual attained age 26, and (ii) includes a copy of the individual's diagnosis relating to the individual's relevant impairment or impairments, signed by a physician meeting the criteria of section 1861(r)(1) of the Social Security Act."
recapture income,Concept,title-26_subtitle-A_chapter-1_subchapter-E_part-II_subpart-B_section-453_subsection-i,"means, with respect to any installment sale, the aggregate amount which would be treated as ordinary income under section 1245 or 1250 (or so much of section 751 as relates to section 1245 or 1250) for the taxable year of the disposition if all payments to be received were received in the taxable year of disposition."
qualified contingency,Concept,title-26_subtitle-A_chapter-1_subchapter-J_part-I_subpart-C_section-664_subsection-f,"means any provision of a trust which provides that, upon the happening of a contingency, the payments described in paragraph (1)(A) or (2)(A) of subsection (d) (as the case may be) will terminate not later than such payments would otherwise terminate under the trust."
qualified railroad track maintenance expenditures,Concept,title-26_subtitle-A_chapter-1_subchapter-A_part-IV_subpart-D_section-45G_subsection-d,"means gross expenditures (whether or not otherwise chargeable to capital account) for maintaining railroad track (including roadbed, bridges, and related track structures) owned or leased as of January 1, 2015, by a Class II or Class III railroad (determined without regard to any consideration for such expenditures given by the Class II or Class III railroad which made the assignment of such track)."
income tax liability,Concept,title-26_subtitle-F_chapter-65_subchapter-B_section-6425_subsection-c,"means the excess of— (A) the sum of— (i) the tax imposed by section 11 or subchapter L of chapter 1, whichever is applicable, plus (ii) the tax imposed by section 55, plus (iii) the tax imposed by section 59A, over (B) the credits against tax provided by part IV of subchapter A of chapter 1."
current reclamation costs,Concept,title-26_subtitle-A_chapter-1_subchapter-E_part-II_subpart-C_section-468_subsection-d,means the amount which the taxpayer would be required to pay for qualified reclamation costs if the reclamation activities were performed currently.
extended active duty,Concept,title-26_subtitle-A_chapter-1_subchapter-A_part-IV_subpart-C_section-32_subsection-c,means any period of active duty pursuant to a call or order to such duty for a period in excess of 90 days or for an indefinite period.
